,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklWon,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Dribbler_Tkl,Tkl_Att,Tkl%,Dribbled_past,Total_blocks,Shots_Blocked,Passes_Blocked,Int,Tkl+Int,Clr,Err,Gls,Total_shots,SoT,SoT%,shots/90,SoT/90,G/Sh,G/SoT,avg_shot_distance,freekick_shots,PK_scored,PKatt,xG,npxG,npxG/Sh,G-xG,npG-npxG,SCA,SCA90,live_pass_to_shot,dead_pass_to_shot,Drib_to_shot,Shot_to_shot,Foul_drawn_to_shot,Def_action_to_shot,GCA,GCA90,live_pass_to_goal,dead_pass_to_goal,Drib_to_goal,Shot_to_goal,Foul_drawn_to_goal,Def_action_to_goal,passes_cmp,passes_att,passes_cmp%,Pass_total_dist,Prg_pass_dist,pass_5_15_cmp,pass_5_15_att,pass_5_15_cmp%,pass_15_30_cmp,pass_15_30_att,pass_15_30_cmp%,pass_30_cmp,pass_30_att,pass_30_cmp%,Ast,xAG,xA,A-xAG,direct_pass_to_shot,pass_into_att_3rd,pass_cmp_into_18_yards,cross_cmp_into_18_yards,prg_pass_opponent_area,MP,Starts,Min,G-PK,CrdY,CrdR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,npxG+xAG,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG.1,Live_ball_passes,Dead_ball_passes,FK_pass,pass_betn_defender,pass_40_yards,Crs,Thrown_Ins,CK,Inswinging_CK,Outswinging_CK,Straight_CK,offiside_passes,pass_blocked_by_opponent,Touches,Touches_def_penalty_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_penalty_area,Touches_live_ball,Dribble_succ,Dribble_att,Dribble_succ%,failed_ball_control,lost_ball_after_tackle,received_pass_successfully,prog_pass_received,2CrdY,Foul_commited,Foul_drawn,Offsides,Tackles_to_win_possession,PKwon,PKcon,OG,recovered_balls,Aerial_duel_won,Aerial_duel_lost,Aerial_duel_won%
207,Ross Barkley,eng ENG,"MF,FW",Chelsea,eng Premier League,27,1993,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,9,4,44.4,4.53,2.01,0.11,0.25,22.3,0,0,0,1.3,1.3,0.14,-0.3,-0.3,18,9,13,3,1,1,0,0,3,1.5,3,0,0,0,0,0,106,128,82.8,1633,369,59,66,89.4,32,39,82.1,9,11,81.8,0,0.7,0.7,-0.7,8,6,7,0,10,6,1,179,1,0,0,0.5,0,0.5,0.5,0.5,2,0.65,0.37,1.02,0.65,1.02,121,7,0,1,0,7,0,7,0,6,0,0,4,151,0,6,49,96,7,151,7,8,87.5,3,7,121,14,0,2,4,0,0,0,0,0,17,6,2,75
208,Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,de Bundesliga,23,1998,1.8,6,2,2,3,1,2,7,28.6,5,4,1,3,5,11,6,0,0,2,1,50,1.13,0.56,0,0,30.3,0,0,0,0,0,0.02,0,0,3,1.69,2,1,0,0,0,0,0,0,0,0,0,0,0,0,52,70,74.3,894,438,25,29,86.2,19,25,76,7,12,58.3,0,0,0.1,0,1,8,1,0,7,5,2,160,0,0,0,0,0,0,0,0,0.1,0.02,0.01,0.04,0.02,0.04,59,11,0,0,2,2,9,2,1,1,0,0,0,102,7,25,51,30,0,102,4,7,57.1,5,8,51,4,0,4,1,0,2,0,0,0,11,6,3,66.7
209,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,31,1989,9,11,2,2,7,2,2,9,22.2,7,8,1,7,2,13,5,0,1,15,5,33.3,1.67,0.56,0,0,17.3,0,1,1,2.3,1.5,0.1,-1.3,-1.5,18,2,12,0,0,3,3,0,1,0.11,1,0,0,0,0,0,122,198,61.6,1577,452,81,108,75,30,52,57.7,5,10,50,0,0.8,1,-0.8,8,21,5,1,15,23,8,808,0,4,0,0.11,0,0.11,0,0,2.3,0.25,0.09,0.35,0.17,0.26,191,1,0,1,1,2,0,0,0,0,0,6,6,299,6,22,161,119,24,298,5,8,62.5,37,22,223,53,0,21,12,9,2,0,1,0,34,49,65,43
210,Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,23,1997,23.3,31,16,9,11,11,7,23,30.4,16,24,1,23,5,36,7,0,6,66,24,36.4,2.83,1.03,0.09,0.25,16.1,0,0,0,6.5,6.5,0.1,-0.5,-0.5,63,2.7,48,0,7,4,3,1,13,0.56,11,0,0,2,0,0,550,756,72.8,6899,1906,366,442,82.8,137,199,68.8,15,34,44.1,10,4.9,3.2,5.1,29,26,24,7,50,32,24,2101,6,2,0,0.26,0.43,0.69,0.26,0.69,11.3,0.28,0.21,0.49,0.28,0.49,747,7,0,7,2,45,5,0,0,0,0,2,24,1038,17,115,358,579,125,1038,31,75,41.3,58,43,821,138,0,19,20,10,16,0,0,0,93,24,41,36.9
211,Antonio Barragán,es ESP,DF,Elche,es La Liga,34,1987,11.3,21,14,13,7,1,11,17,64.7,6,5,3,2,17,38,34,0,0,1,0,0,0.09,0,0,,13.1,0,0,0,0,0,0.03,0,0,8,0.71,7,0,0,0,1,0,2,0.18,2,0,0,0,0,0,423,542,78,7372,3246,182,206,88.3,182,223,81.6,42,87,48.3,0,0.1,0.2,-0.1,2,27,4,2,31,16,12,1020,0,5,0,0,0,0,0,0,0.1,0,0.01,0.01,0,0.01,421,121,36,0,6,33,81,4,1,2,0,0,5,635,60,261,272,106,2,635,0,1,0,9,1,350,10,0,19,17,0,14,0,2,0,54,8,2,80
212,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,21,2000,19.9,63,32,23,27,13,29,50,58,21,23,6,17,32,95,23,0,1,32,10,31.3,1.61,0.5,0.03,0.1,19.5,0,0,0,2.4,2.4,0.08,-1.4,-1.4,32,1.61,19,0,2,5,5,1,4,0.2,2,0,0,0,2,0,375,536,70,5457,1742,204,252,81,136,186,73.1,16,35,45.7,2,2.7,1.6,-0.7,15,35,15,1,44,31,20,1789,1,3,0,0.05,0.1,0.15,0.05,0.15,5.1,0.12,0.14,0.26,0.12,0.26,525,6,5,2,1,8,1,0,0,0,0,5,18,802,31,188,393,229,35,802,5,13,38.5,41,13,404,46,0,41,27,0,32,2,0,0,109,25,27,48.1
213,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,19,2001,6.1,15,10,9,6,0,8,18,44.4,10,7,0,7,2,17,2,0,1,8,2,25,1.32,0.33,0.13,0.5,15.2,0,0,0,0.8,0.8,0.1,0.2,0.2,14,2.31,10,0,3,0,1,0,3,0.49,2,0,1,0,0,0,129,184,70.1,1869,529,74,90,82.2,43,61,70.5,5,12,41.7,1,0.9,1.1,0.1,6,6,10,0,16,11,6,547,1,0,0,0.16,0.16,0.33,0.16,0.33,1.7,0.13,0.15,0.28,0.13,0.28,184,0,0,1,1,8,0,0,0,0,0,0,11,270,5,43,115,118,25,270,15,37,40.5,23,16,197,47,0,10,16,1,10,0,0,0,39,4,4,50
214,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,26,1994,18.1,16,12,10,6,0,8,21,38.1,13,19,7,12,28,44,43,0,2,8,4,50,0.44,0.22,0.25,0.5,26.1,0,0,0,0.3,0.3,0.03,1.7,1.7,22,1.21,12,9,1,0,0,0,1,0.06,1,0,0,0,0,0,541,783,69.1,9274,3522,255,299,85.3,226,311,72.7,50,119,42,0,0.7,1,-0.7,6,36,6,3,31,24,20,1632,2,1,0,0.11,0,0.11,0.11,0.11,1,0.01,0.04,0.05,0.01,0.05,574,209,23,0,3,54,169,17,7,2,0,0,33,927,60,289,436,210,7,927,12,23,52.2,16,5,405,10,0,12,6,1,12,0,0,1,99,18,26,40.9
215,Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,22,1998,23.7,12,4,4,4,4,6,20,30,14,20,1,19,6,18,8,0,6,71,27,38,2.99,1.14,0.08,0.22,21.4,3,0,0,6.3,6.3,0.09,-0.3,-0.3,87,3.67,65,11,3,4,4,0,10,0.42,8,1,0,1,0,0,698,923,75.6,11505,2722,379,423,89.6,206,277,74.4,79,160,49.4,6,4.5,4.1,1.5,45,50,39,14,53,34,25,2134,6,0,0,0.25,0.25,0.51,0.25,0.51,10.8,0.26,0.19,0.45,0.26,0.45,821,99,26,7,15,112,10,59,40,5,0,3,15,1179,6,116,493,588,78,1179,31,63,49.2,63,52,908,139,0,10,25,6,4,0,0,0,93,15,48,23.8
216,Abdourahmane Barry,fr FRA,DF,Greuther Fürth,de Bundesliga,21,2000,2.3,6,4,3,3,0,5,7,71.4,2,5,2,3,4,10,1,0,0,1,0,0,0.43,0,0,,25.9,0,0,0,0,0,0.05,0,0,3,1.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,85,111,76.6,1351,590,47,51,92.2,29,35,82.9,6,16,37.5,0,0.1,0.2,-0.1,2,5,2,2,6,8,1,210,0,2,0,0,0,0,0,0,0.1,0.02,0.02,0.04,0.02,0.04,90,20,3,0,0,7,17,0,0,0,0,1,5,143,13,47,61,37,4,143,1,4,25,9,2,70,6,0,9,3,0,4,0,0,0,18,4,1,80
217,Marc Bartra,es ESP,DF,Betis,es La Liga,30,1991,22.1,39,14,18,17,4,19,35,54.3,16,39,22,17,33,72,105,1,1,15,3,20,0.68,0.14,0.07,0.33,16.3,0,0,0,1.6,1.6,0.11,-0.6,-0.6,12,0.54,8,1,0,3,0,0,0,0,0,0,0,0,0,0,926,1131,81.9,18444,7345,302,328,92.1,521,573,90.9,96,208,46.2,0,0.1,0.3,-0.1,4,63,2,0,44,23,23,1993,1,5,0,0.05,0,0.05,0.05,0.05,1.8,0.07,0.01,0.08,0.07,0.08,1089,34,32,2,23,0,2,0,0,0,0,8,5,1395,199,768,578,51,24,1395,7,8,87.5,12,4,859,4,0,21,16,0,14,0,0,0,99,59,36,62.1
218,Daniele Baselli,it ITA,"MF,FW",Torino,it Serie A,29,1992,1.7,3,3,2,0,1,2,6,33.3,4,0,0,0,1,4,2,0,0,1,0,0,0.6,0,0,,5.4,0,0,0,0.4,0.4,0.37,-0.4,-0.4,2,1.23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,64,89,71.9,1060,329,33,46,71.7,22,29,75.9,6,8,75,0,0,0.1,0,1,5,0,0,5,6,0,150,0,0,0,0,0,0,0,0,0.4,0.23,0.01,0.24,0.23,0.24,82,7,3,0,0,5,0,2,0,2,0,0,1,101,4,24,45,33,3,101,1,2,50,3,0,61,6,0,3,4,1,3,0,0,0,11,2,6,25
219,Daniele Baselli,it ITA,MF,Cagliari,it Serie A,29,1992,3.2,6,5,3,1,2,1,5,20,4,2,0,2,2,8,5,0,0,5,0,0,1.55,0,0,,19,0,0,0,0.6,0.6,0.11,-0.6,-0.6,15,4.69,8,3,0,2,0,2,1,0.31,0,1,0,0,0,0,110,151,72.8,1828,716,60,73,82.2,33,41,80.5,13,28,46.4,1,0.8,0.9,0.2,8,11,4,1,13,9,2,290,0,1,0,0,0.31,0.31,0,0.31,1.3,0.18,0.24,0.42,0.18,0.42,131,20,9,1,0,17,1,10,7,3,0,0,3,188,5,40,86,64,2,188,4,9,44.4,5,8,106,4,0,2,3,0,5,0,0,0,24,2,3,40
220,Toma Bašić,hr CRO,MF,Lazio,it Serie A,24,1996,10.9,12,8,3,9,0,5,17,29.4,12,13,4,9,4,16,21,0,0,16,11,68.8,1.47,1.01,0,0,21.8,2,0,0,1.8,1.8,0.13,-1.8,-1.8,9,0.83,5,1,1,2,0,0,3,0.28,1,1,0,1,0,0,386,451,85.6,5589,990,215,236,91.1,136,156,87.2,17,28,60.7,2,1,0.7,1,6,21,1,0,17,29,9,982,0,3,0,0,0.18,0.18,0,0.18,2.8,0.16,0.09,0.26,0.16,0.26,436,14,6,0,1,15,0,0,0,0,0,1,5,563,27,96,328,144,22,563,7,14,50,17,6,403,32,0,13,6,0,8,0,0,0,41,8,10,44.4
221,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,24,1996,2.3,2,2,1,0,1,0,4,0,4,4,1,3,2,4,0,0,0,2,0,0,0.86,0,0,,27.1,1,0,0,0.1,0.1,0.04,-0.1,-0.1,6,2.58,2,3,1,0,0,0,1,0.43,0,1,0,0,0,0,67,95,70.5,1318,354,27,30,90,29,40,72.5,11,23,47.8,1,0.5,0.4,0.5,5,6,1,1,5,3,3,209,0,0,0,0,0.43,0.43,0,0.43,0.6,0.03,0.21,0.25,0.03,0.25,84,11,2,1,0,18,0,9,5,3,0,0,2,117,1,17,61,39,5,117,1,4,25,4,0,84,10,0,6,2,0,2,0,0,0,4,0,1,0
222,Amine Bassi,fr FRA,"MF,FW",Metz,fr Ligue 1,23,1997,2,6,3,2,3,1,1,3,33.3,2,5,0,5,0,6,0,0,0,4,1,25,1.96,0.49,0,0,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,12,5.87,4,6,0,0,2,0,0,0,0,0,0,0,0,0,85,117,72.6,1461,496,41,53,77.4,37,44,84.1,6,15,40,0,0.5,0.4,-0.5,7,13,0,0,8,5,2,184,0,0,0,0,0,0,0,0,0.6,0.08,0.23,0.31,0.08,0.31,99,18,8,0,1,16,1,9,4,3,0,0,4,144,1,23,77,47,1,144,3,4,75,5,3,94,11,0,4,4,0,3,0,0,0,12,1,4,20
223,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,17,2004,2.2,7,4,2,4,1,4,5,80,1,1,0,1,3,10,1,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,53,77.4,681,108,21,24,87.5,14,16,87.5,5,8,62.5,0,0,0,0,0,2,0,0,4,6,2,197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,2,67,2,12,46,9,0,67,0,0,,0,0,39,0,0,1,0,0,4,0,0,0,12,1,8,11.1
224,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,22,1999,25.7,44,25,28,13,3,17,34,50,17,22,12,10,35,79,59,1,1,9,2,22.2,0.35,0.08,0.11,0.5,20.5,0,0,0,0.4,0.4,0.04,0.6,0.6,45,1.75,39,0,2,2,0,2,5,0.19,5,0,0,0,0,0,1599,1810,88.3,29365,9419,666,723,92.1,720,777,92.7,177,237,74.7,2,1.6,1.7,0.4,14,120,16,5,91,31,29,2311,1,4,0,0.04,0.08,0.12,0.04,0.12,2,0.01,0.06,0.08,0.01,0.08,1684,120,58,2,29,29,30,2,0,0,0,6,25,2031,240,879,953,218,19,2031,11,19,57.9,21,5,1446,22,0,30,28,0,25,0,1,0,152,43,26,62.3
225,Simone Bastoni,it ITA,"MF,DF",Spezia,it Serie A,24,1996,25.4,52,34,28,17,7,21,65,32.3,44,38,11,27,30,82,31,0,3,28,6,21.4,1.1,0.24,0.11,0.5,24.1,0,0,0,1.6,1.6,0.06,1.4,1.4,80,3.15,49,22,3,4,1,1,5,0.2,3,1,0,1,0,0,876,1224,71.6,15095,6360,439,492,89.2,302,405,74.6,111,232,47.8,3,4.7,3.5,-1.7,47,92,32,13,78,31,26,2288,3,5,1,0.12,0.12,0.24,0.12,0.24,6.3,0.06,0.19,0.25,0.06,0.25,1015,201,55,8,13,113,108,38,14,20,0,8,37,1535,69,406,707,456,28,1535,42,68,61.8,61,32,881,60,0,30,35,1,34,0,0,0,185,25,13,65.8
226,Lewis Bate,eng ENG,MF,Leeds United,eng Premier League,18,2002,1.6,1,0,0,0,1,0,8,0,8,1,0,1,1,2,1,0,0,1,0,0,0.62,0,0,,28.9,0,0,0,0,0,0.02,0,0,3,1.85,2,0,0,1,0,0,0,0,0,0,0,0,0,0,45,61,73.8,654,199,23,30,76.7,15,17,88.2,3,5,60,0,0,0,0,0,2,0,0,5,3,1,146,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,60,1,0,0,1,0,0,0,0,0,0,0,3,85,3,27,50,9,0,85,1,5,20,9,2,53,2,0,3,1,0,0,0,0,0,8,0,2,0
227,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,30,1991,13.1,32,16,13,19,0,15,30,50,15,21,10,11,10,42,36,0,0,5,1,20,0.38,0.08,0,0,21.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,13,0.99,10,0,1,0,2,0,0,0,0,0,0,0,0,0,427,515,82.9,6418,2202,241,265,90.9,137,163,84,29,47,61.7,0,0.1,0.3,-0.1,3,34,1,0,33,26,12,1179,0,4,0,0,0,0,0,0,0.6,0.04,0.01,0.04,0.04,0.04,483,29,27,0,3,1,1,0,0,0,0,3,9,664,53,197,393,81,14,664,10,15,66.7,12,11,336,1,0,28,18,0,16,0,1,0,82,32,24,57.1
228,Maximilian Bauer,de GER,DF,Greuther Fürth,de Bundesliga,21,2000,18.8,28,15,17,10,1,11,28,39.3,17,24,14,10,29,57,99,0,0,5,1,20,0.27,0.05,0,0,12.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,8,0.43,7,0,0,1,0,0,0,0,0,0,0,0,0,0,723,897,80.6,14772,5431,228,263,86.7,390,441,88.4,103,172,59.9,0,0,0.1,0,1,20,0,0,20,26,18,1690,0,5,0,0,0,0,0,0,0.3,0.01,0,0.02,0.01,0.02,849,45,42,0,3,1,2,0,0,0,0,3,8,1103,165,687,400,20,12,1103,1,2,50,5,2,634,0,0,26,10,1,15,0,1,1,90,49,36,57.6
229,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,31,1990,33,0,0,0,0,0,0,3,0,3,0,0,0,0,0,19,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,0.06,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1225,1523,80.4,28367,18809,366,367,99.7,589,595,99,258,541,47.7,0,0,0.1,0,0,18,0,0,0,33,33,2970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1232,286,70,0,2,0,0,0,0,0,0,5,2,1609,1277,1592,23,0,0,1609,1,1,100,0,0,895,0,0,0,3,0,0,0,0,0,86,9,0,100
230,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,25,1996,24.1,59,28,34,21,4,31,47,66,16,27,11,16,37,96,58,0,1,13,5,38.5,0.54,0.21,0.08,0.2,9.9,0,0,0,1.8,1.8,0.14,-0.8,-0.8,29,1.2,20,1,2,5,0,1,2,0.08,1,0,0,1,0,0,950,1205,78.8,18451,7413,321,392,81.9,487,559,87.1,122,210,58.1,2,1,0.7,1,8,60,8,5,69,25,25,2166,1,5,0,0.04,0.08,0.12,0.04,0.12,2.9,0.08,0.04,0.12,0.08,0.12,1134,66,57,0,10,10,4,0,0,0,0,5,8,1452,133,681,694,88,30,1452,4,6,66.7,15,8,845,7,0,24,13,0,28,0,0,2,127,53,43,55.2
231,Julian Baumgartlinger,at AUT,"MF,FW",Leverkusen,de Bundesliga,33,1988,1,3,1,2,1,0,1,2,50,1,1,0,1,2,5,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,70,88.6,1087,188,27,29,93.1,26,28,92.9,6,8,75,0,0,0,0,0,4,0,0,1,6,1,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,2,1,0,0,1,0,0,0,0,0,0,0,79,3,30,44,5,0,79,0,0,,0,0,50,1,0,2,0,0,1,0,0,0,8,1,1,50
232,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,21,1999,21,28,15,14,7,7,13,32,40.6,19,24,3,21,8,36,16,0,7,42,17,40.5,2,0.81,0.17,0.41,13.5,0,0,0,7.6,7.6,0.18,-0.6,-0.6,53,2.53,43,0,3,1,4,2,4,0.19,3,0,0,0,0,1,514,729,70.5,8091,2264,249,315,79,190,250,76,46,87,52.9,2,3.6,2.9,-1.6,21,50,23,7,55,29,23,1888,7,5,0,0.33,0.1,0.43,0.33,0.43,11.2,0.36,0.17,0.53,0.36,0.53,695,32,6,4,4,35,23,2,1,0,0,2,18,984,26,153,462,381,76,984,21,48,43.8,61,27,668,90,0,37,32,1,15,0,0,0,103,37,49,43
233,Jon Bautista,es ESP,MF,Real Sociedad,es La Liga,26,1995,0.5,3,0,0,3,0,0,1,0,1,1,0,1,1,4,1,0,0,1,0,0,2,0,0,,16.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2,4,0,0,0,0,2,0,1,2,0,0,0,0,1,0,6,7,85.7,60,14,6,7,85.7,0,0,,0,0,,0,0,0,0,0,0,1,0,1,1,0,45,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,5,2,0,0,0,0,0,0,0,0,0,0,0,15,1,2,8,5,1,15,1,1,100,0,1,6,1,0,1,2,1,0,0,0,0,3,1,0,100
234,Paul Baysse,fr FRA,"MF,DF",Bordeaux,fr Ligue 1,33,1988,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,50,47,12,0,1,0,1,1,100,1,2,50,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,0,6,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,
235,Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,de Bundesliga,24,1996,2.7,5,2,2,2,1,3,4,75,1,8,2,6,1,6,4,0,1,7,3,42.9,2.61,1.12,0.14,0.33,14.2,0,0,0,0.7,0.7,0.1,0.3,0.3,5,1.86,3,0,0,0,1,1,0,0,0,0,0,0,0,0,30,51,58.8,452,156,16,23,69.6,9,14,64.3,2,4,50,0,0.3,0.7,-0.3,2,2,3,2,3,14,1,241,1,1,0,0.37,0,0.37,0.37,0.37,1,0.27,0.1,0.37,0.27,0.37,48,3,0,0,0,10,3,0,0,0,0,0,6,110,4,18,31,64,20,110,3,10,30,12,4,60,20,0,6,3,0,2,0,0,0,12,8,14,36.4
236,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,31,1990,9.6,6,5,1,3,2,4,16,25,12,18,0,18,3,9,6,0,1,50,8,16,5.19,0.83,0.02,0.13,26.7,10,0,0,2.1,2.1,0.04,-1.1,-1.1,39,4.05,19,6,5,5,4,0,5,0.52,1,1,2,0,1,0,208,332,62.7,3687,939,105,125,84,63,102,61.8,31,75,41.3,2,1.9,2.4,0.1,15,14,11,8,10,29,6,867,1,2,0,0.1,0.21,0.31,0.1,0.31,4,0.22,0.2,0.42,0.22,0.42,289,42,17,2,5,87,4,20,11,7,0,1,14,487,8,47,181,277,21,487,29,48,60.4,41,19,325,50,0,12,16,6,5,1,0,0,47,8,14,36.4
237,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,27,1994,23.2,22,14,5,12,5,7,21,33.3,14,20,3,17,12,34,25,0,7,46,14,30.4,1.98,0.6,0.15,0.5,11.8,0,0,0,9.5,9.5,0.21,-2.5,-2.5,58,2.5,41,2,6,7,2,0,7,0.3,4,0,1,2,0,0,431,629,68.5,6005,1947,250,323,77.4,126,178,70.8,25,42,59.5,2,2,2.5,0,20,24,35,12,46,28,25,2091,7,0,0,0.3,0.09,0.39,0.3,0.39,11.4,0.41,0.08,0.49,0.41,0.49,561,65,1,0,1,49,58,0,0,0,0,3,31,883,27,126,323,442,99,883,18,44,40.9,62,30,601,127,0,26,21,11,14,0,0,0,78,37,77,32.5
238,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,25,1996,34.8,81,46,49,30,2,34,60,56.7,26,45,20,25,42,123,89,3,2,19,5,26.3,0.55,0.14,0.11,0.4,13.5,0,0,0,1.9,1.9,0.1,0.1,0.1,27,0.78,20,3,1,0,3,0,1,0.03,1,0,0,0,0,0,1117,1428,78.2,18775,7448,515,580,88.8,493,593,83.1,77,189,40.7,1,0.7,0.7,0.3,10,52,5,1,50,35,35,3130,2,10,0,0.06,0.03,0.09,0.06,0.09,2.6,0.05,0.02,0.07,0.05,0.07,1270,157,49,1,3,17,105,0,0,0,0,1,16,1753,200,848,746,174,42,1753,5,8,62.5,18,7,976,22,0,57,45,4,46,0,1,0,193,63,32,66.3
239,Mads Bech Sørensen,dk DEN,DF,Brentford,eng Premier League,22,1999,9.3,8,7,6,2,0,6,7,85.7,1,9,6,3,6,14,25,0,0,2,0,0,0.22,0,0,,12.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,11,1.19,4,7,0,0,0,0,0,0,0,0,0,0,0,0,393,514,76.5,7386,3006,143,161,88.8,209,262,79.8,37,75,49.3,0,0.6,0.3,-0.6,7,19,4,3,16,11,9,835,0,3,0,0,0,0,0,0,0.6,0.01,0.06,0.07,0.01,0.07,435,78,6,0,0,10,72,0,0,0,0,1,9,573,65,290,216,71,6,573,0,1,0,2,0,324,4,0,8,4,0,7,0,1,0,41,9,4,69.2
240,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,26,1995,19.5,9,6,3,4,2,6,18,33.3,12,11,0,11,2,11,4,0,4,37,18,48.6,1.89,0.92,0.11,0.22,20.1,1,0,0,3.3,3.3,0.09,0.7,0.7,72,3.69,59,0,3,2,8,0,11,0.56,9,0,2,0,0,0,374,605,61.8,6353,1953,163,230,70.9,147,223,65.9,42,84,50,6,6.6,6.2,-0.6,41,30,46,26,48,28,22,1758,4,4,0,0.2,0.31,0.51,0.2,0.51,9.9,0.17,0.34,0.51,0.17,0.51,597,6,1,3,2,123,2,1,0,0,0,2,28,771,3,62,293,433,62,771,24,39,61.5,45,19,584,152,0,26,25,10,6,0,0,0,96,11,39,22
241,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,25,1996,29.2,32,15,18,13,1,19,33,57.6,14,48,27,21,72,104,141,0,4,19,7,36.8,0.65,0.24,0.21,0.57,8.9,0,0,0,2.4,2.4,0.13,1.6,1.6,22,0.75,16,3,0,1,0,2,1,0.03,1,0,0,0,0,0,1201,1490,80.6,22224,8001,462,523,88.3,597,693,86.1,117,231,50.6,0,0.5,0.7,-0.5,6,81,1,1,46,31,30,2629,4,10,0,0.14,0,0.14,0.14,0.14,2.9,0.08,0.02,0.1,0.08,0.1,1399,90,45,0,6,1,43,0,0,0,0,1,5,1822,205,863,903,69,30,1822,1,1,100,7,4,992,4,0,30,15,1,15,0,1,1,177,91,38,70.5
242,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,24,1997,0.8,6,4,4,1,1,1,2,50,1,5,1,4,2,8,1,0,1,2,1,50,2.4,1.2,0.5,1,9,0,0,0,0.8,0.8,0.38,0.2,0.2,6,7.2,5,0,1,0,0,0,1,1.2,1,0,0,0,0,0,26,34,76.5,348,170,18,21,85.7,5,6,83.3,1,1,100,0,0.5,0.2,-0.5,3,2,3,0,3,8,0,75,1,0,0,1.2,0,1.2,1.2,1.2,1.3,0.92,0.59,1.5,0.92,1.5,33,0,0,1,0,0,0,0,0,0,0,1,2,58,2,23,19,18,4,58,1,5,20,3,3,30,4,0,2,2,0,4,0,0,0,7,1,2,33.3
243,Donny van de Beek,nl NED,MF,Everton,eng Premier League,24,1997,5.4,15,7,8,6,1,6,13,46.2,7,6,2,4,6,21,4,0,1,5,1,20,0.93,0.19,0.2,1,20.5,0,0,0,1,1,0.19,0,0,8,1.49,7,0,0,1,0,0,0,0,0,0,0,0,0,0,206,250,82.4,2732,712,112,128,87.5,73,85,85.9,3,12,25,0,0.1,0.2,-0.1,2,21,3,0,15,7,5,483,1,1,0,0.19,0,0.19,0.19,0.19,1,0.18,0.01,0.19,0.18,0.19,240,9,1,1,1,6,1,1,1,0,0,1,4,302,11,56,178,72,7,302,3,9,33.3,5,6,180,9,0,7,1,0,7,0,0,0,35,7,5,58.3
